Grado,Apellido paterno ,Apellido Materno,Nombre,Nivel ,Institución de adcripción ,Área de conocimiento
DR.,VERMA,JAISWAL,SURENDRA PAL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ALONSO,SANCHEZ,JORGE,3,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Área IV: Humanidades y Ciencias de la Conducta
DRA.,AZAOLA,GARRIDO,ELENA,3,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Área IV: Humanidades y Ciencias de la Conducta
DR.,RAMON,ROMERO,FIDEL ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PEREZ,ANGON,MIGUEL ANGEL,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MEDINA,NOYOLA,MAGDALENO,3,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MORAN,LOPEZ,JOSE LUIS,3,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LLAMA,LEAL,MIGUEL ANGEL,1,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,SANTIBAÑEZ,DAVILA,VICTOR ADRIAN,3,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,SOTO,RODRIGUEZ,ROGELIO,2,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Área VII: Ingenierías
DR.,VALDES,PEREZGASGA,FRANCISCO,2,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,HAHN,SCHLAM,FEDERICO FELIX,2,UNIVERSIDAD AUTONOMA CHAPINGO,Área VII: Ingenierías
DR.,HUERTA,QUINTANILLA,RODRIGO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LUCIO,MARTINEZ,JOSE LUIS,3,UNIVERSIDAD DE GUANAJUATO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,HERNANDEZ-VELA,SALGADO,EDMUNDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,SANCHEZ,RUIZ,ENRIQUE ERNESTO,3,UNIVERSIDAD DE GUADALAJARA,Área V: Ciencias Sociales
DR.,MENDOZA,ALVAREZ,JULIO GREGORIO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GONZALEZ,DE LA CRUZ,GERARDO ACACIO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,HERNANDEZ,LERMA,ONESIMO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SERRANO,SANTOYO,ARTURO,2,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área VII: Ingenierías
DR.,ZAPATA,SCHAFFELD,FRANCISCO JUAN,3,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
DRA.,VELASCO,BELMONT,ROSA MARIA,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VARELA,HAM,JUAN RUBEN,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DRA.,PALAZON,MAYORAL,MARIA ROSA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,DARSZON,ISRAEL,ALBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ALVAREZ,BORREGO,SAUL,3,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área II: Biología y Química
DR.,LARA,LARA,JOSE RUBEN,3,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MARINONE,MOSCHETTO,SILVIO GUIDO LORENZO,3,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,OCHOA,DE LA TORRE,JOSE LUIS,3,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GOMEZ,VALDES,JOSE,2,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,BÜCKLE,RAMIREZ,LUIS FERNANDO,3,Sin información ,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,OSORIO,SAUCEDO,RUPERTO,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,MORALES,ROMERO,ARQUIMEDES ALONSO,1,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LARA,RAMOS,LUIS FERNANDO,3,"EL COLEGIO DE MEXICO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DR.,JOSEPH,NATHAN,PEDRO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
MTRA.,OCAMPO,ALFARO,AURORA MAURA,2,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,JUARISTI,COSIO,EUSEBIO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,MORALES,RIOS,MARTHA SONIA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,MORON,RIOS,MIGUEL ANGEL,3,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,BONILLA,ESTRADA,MOISES,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,ORTEGA,GUTIERREZ,FERNANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,RICKARDS,CAMPBELL,JORGE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,JOSE,YACAMAN,MIGUEL,3,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,PEREZ,CAMPOS,RAMIRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,AVALOS,BORJA,MIGUEL,3,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GOMEZ,RODRIGUEZ,ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MARTINEZ,MEKLER,GUSTAVO CARLOS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SCHABES,RETCHKIMAN,PABLO SAMUEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ACOSTA,CANO DE LOS RIOS,JOSE EDUARDO,1,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,ARAU,ROFFIEL,JAIME EUGENIO,1,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DRA.,CYPHERS,TOMIC,ANN MARIE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,GAY,GARCIA,CARLOS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,FERNANDEZ,GARCIA,MARTHA RAQUEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,SANCHEZ,RESENDIZ,VICTOR MANUEL,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,MUÑOZ,RODRIGUEZ,DAVID,3,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,Área VII: Ingenierías
DR.,ALVAREZ,GALLEGOS,JAIME,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,LOZANO,LEAL,ROGELIO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,ALVAREZ,GALLEGOS,JOAQUIN,3,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área VII: Ingenierías
MED.,REYES,LOPEZ,PEDRO ANTONIO,3,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área III: Medicina y Ciencias de la Salud
DRA.,ROSAS,PEREZ,IRMA AURORA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,VON,WOBESER HOEPFNER,GISELA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,DE ICAZA,HERRERA,MIGUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VELAZQUEZ,DELGADO,JORGE,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DR.,AVILA,SANCHEZ,FRANCISCO RAUL,3,"EL COLEGIO DE MEXICO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,SERRA,PUCHE,MARI CARMEN,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,BUENO,AGUILAR,GRACIELA MARGARITA,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,MIELNIK,MANWELOW,BOGDAN,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,BOILS,MORALES,GUILLERMO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,LOPEZ,ROMERO,EVERARDO,3,UNIVERSIDAD DE GUANAJUATO,Área II: Biología y Química
DR.,FLORES,CARREON,ARTURO,2,Sin información ,Área II: Biología y Química
DR.,ANAYA,VELAZQUEZ,LUIS FERNANDO,1,UNIVERSIDAD DE GUANAJUATO,Área III: Medicina y Ciencias de la Salud
DR.,TAMAYO Y,SALMORAN,ROLANDO EDUARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,PEREZ,MONTFORT,RUY ENRIQUE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
M. EN C.,THIONS,CHAUDY,CLAUDE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ARIAS,GALICIA,LUIS FERNANDO,3,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Área V: Ciencias Sociales
DR.,CASTAINGTS,TEILLERY,JUAN,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,DEL RÍO,CHÁVEZ,IGNACIO ALEJANDRO,3,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,ROMERO,GALVÁN,JOSÉ RUBÉN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,HERNANDEZ,HERNANDEZ,JUAN DIEGO,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área II: Biología y Química
DRA.,ROMAN,MARIN,LUISA URANIA,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área II: Biología y Química
DR.,VIVEROS,MALDONADO,GERMAN,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,SANCHEZ,ESQUIVEL,SERGIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,ESPINOSA,GARCIA,GUILLERMO CIRANO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,SOCOLOVSKY,VAJOVSKY,MIGUEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ORTIZ,CRUZ,ETELBERTO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,PEÑA,CHAPA,JUAN LUIS,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,KURI,HARCUCH,WALID,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,VIZCARRA,MENDOZA,MARIO GONZALO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DR.,URIAS,HERMOSILLO,JESUS,3,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GARCIA,DIAZ,ALBERTO ALEJANDRO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CHAMORRO,ESCALANTE,JORGE ARTURO,2,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DR.,HERREJON,PEREDO,CARLOS,3,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,LIRA,GONZALEZ,ANDRES,3,"EL COLEGIO DE MEXICO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,ARIAS,ROZAS,MARIA PATRICIA,3,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DR.,VERNON,CARTER,EDUARDO JAIME,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,DURAND,ARP-NISEN,JORGE GUILLERMO,3,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DR.,MIRANDA,GODINEZ,FRANCISCO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DR.,ACEVES,RUIZ,JORGE,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,SALINAS,BRAVO,VICTOR MANUEL,2,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGIAS LIMPIAS,Área VII: Ingenierías
DR.,CERVANTES,VEGA,CARLOS,3,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área II: Biología y Química
DR.,LUGO,HUBP,JOSE INOCENTE,2,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,OTERO,COLINA,GABRIEL,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,CARRION,VIRAMONTES,FRANCISCO JAVIER,1,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,Área VII: Ingenierías
DR.,DE URQUIJO,CARMONA,JAIME,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,URRUTIA,RIOS,LUIS FERNANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,PAZOS,RANGEL,RODOLFO ABRAHAM,2,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,GALAZ,FONTES,JESUS FRANCISCO,2,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Área V: Ciencias Sociales
DRA.,SANTILLAN,BACA,ROSA LUISA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,FARFAN,GARCIA,JOSE NORBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,SERRANO,GOMEZ,ENRIQUE,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,BURILLO,AMEZCUA,SOFIA GUILLERMINA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
M. EN C.,DE MICHELI,SERRA,ALFREDO ALESSANDRO,2,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área III: Medicina y Ciencias de la Salud
DR.,GOMEZ,ROMERO,JOSE RICARDO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,DE LOS REYES,GARCIA ROJAS,AURELIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,SALGADO,CERVANTES,MARCO ANTONIO,2,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
LIC.,MANRIQUE,CASTAÑEDA,JORGE ALBERTO,3,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,BAÑOS,RAMIREZ,OTHON,2,UNIVERSIDAD AUTONOMA DE YUCATAN,Área V: Ciencias Sociales
DR.,GONZALEZ,OROPEZA,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,BARTRA,MURIA,ROGER,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,GARCIA,GALINDO,HUGO SERGIO,3,TECNOLOGICO NACIONAL DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,MALACARA,HERNANDEZ,JUAN MANUEL,3,UNIVERSIDAD DE GUANAJUATO,Área III: Medicina y Ciencias de la Salud
DRA.,MCCLUNG,HEUMANN,EMILY SEITZ,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,JIMENEZ,MONTAÑO,MIGUEL ANGEL,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ACOSTA,NAJARRO,DWIGHT ROBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GUTIERREZ,GARZA,ESTHELA MARIA,3,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área V: Ciencias Sociales
DR.,VINIEGRA,VELAZQUEZ,LEONARDO ENRIQUE,1,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Área IV: Humanidades y Ciencias de la Conducta
DR.,IBARGUENGOYTIA,GONZALEZ,PABLO HECTOR,1,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGIAS LIMPIAS,Área VII: Ingenierías
DRA.,VILLAFUERTE,CASTREJON,MARIA ELENA DELREFUGIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DRA.,LOPEZ,COLOME,ANA MARIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,VALENZUELA,MONJARAS,RAUL ALEJANDRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CABRERA,ORTIZ,ARMANDO DANIEL,3,Sin información ,Área II: Biología y Química
DR.,PEREZ,PERAZA,JORGE ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,RIVERA,REBOLLEDO,JOSE MANUEL,1,INSTITUTO POLITECNICO NACIONAL,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GOJMAN,GOLDBERG,ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,CORONADO,GALLARDO,MANUEL,1,INSTITUTO MEXICANO DEL PETROLEO,Área VII: Ingenierías
DR.,VARGAS,GUTIERREZ,GREGORIO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,PEREZ,ENRIQUEZ,HECTOR ROMAN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VALDES,GALICIA,JOSE FRANCISCO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GOMEZ,ARROYO,SANDRA LUZ,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,VILLALOBOS,Y PIETRINI,RAFAEL DE JESUS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CALLEJA,GJUMLICH,JORGE HUGO,2,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DRA.,DIAZ,GUERRERO,GABRIELA ALICIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,FUENTES,MOYADO,SERGIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,GONZALEZ,FLORES,AGUSTIN EDUARDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MEDRANO,ROLDAN,HIRAM,1,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,TORRES,JIMENEZ,JOSE,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
M. EN C.,ALMANZA,SALGADO,RAFAEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DRA.,SANTIAGO,CRUZ,MARIA DE JESUS,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área V: Ciencias Sociales
DR.,LARQUE,SAAVEDRA,FRANCISCO ALFONSO,3,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",Área VI: Biotecnología y Ciencias Agropecuarias
DR.,HUBERMAN,WAJSMAN,ALBERTO,2,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área II: Biología y Química
DRA.,DIAZ,MIRANDA,SOFIA YOLANDA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,DE OLIVEIRA,BARBOSA,ORLANDINA,3,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
DR.,GARCIA,CALDERON,GASTON DANIEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MARTINEZ,MADRID,MIGUEL,1,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,Área VII: Ingenierías
DR.,GOMEZ,MANCILLA,JULIO CESAR,1,INSTITUTO POLITECNICO NACIONAL,Área VII: Ingenierías
DRA.,NAJERA,CORONADO,MARTHA ILIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,CONDES,LARA,MIGUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DR.,DEL CASTILLO,MUSSOT,MARCELO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MUÑOZ,MARTINEZ,EMILIO JULIO,2,Sin información ,Área II: Biología y Química
DR.,ESCOBOSA,ECHAVARRIA,ARTURO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,ASOMOZA Y,PALACIO,JOSE PABLO RENE,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,MAGAÑA,SOLIS,LUIS FERNANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,VAZQUEZ,MANTECON,MARIA DEL CARMEN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,FALCONY,GUAJARDO,CIRO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SANCHEZ,VIESCA,FRANCISCO,1,Sin información ,Área II: Biología y Química
DR.,HERRERA,VELAZQUEZ,JOSE JULIO EMILIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
M. EN C.,MINA,VALDES,ALEJANDRO,1,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
DR.,LUNA,ACOSTA,GERMAN AURELIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MALDONADO,GRANIEL,LUIS ANGEL,2,Sin información ,Área II: Biología y Química
DR.,PELLICER,GRAHAM,FRANCISCO JULIO,2,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área III: Medicina y Ciencias de la Salud
DR.,ALCOCER,VARELA,JORGE CARLOS,3,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DR.,CELIS,SANDOVAL,HELIODORO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,REYES,SANCHEZ,JOSE LUIS,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
M. EN C.,PONCE DE LEON,ROSALES,SAMUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,FAVARI,PEROZZI,LILIANA,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
