Grado,Apellido paterno ,Apellido Materno,Nombre,Nivel ,Institución de adcripción ,Área de conocimiento
DRA.,VILLA,GOMEZ,DENYS KRISTALIA,1,Sin información ,Área VII: Ingenierías
DRA.,DORANTES,MÉNDEZ,GUADALUPE,C,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área VII: Ingenierías
DRA.,HERNÁNDEZ,SANDOVAL,MICAELA,C,TECNOLOGICO NACIONAL DE MEXICO,Área II: Biología y Química
DR.,LOPEZ,LEYVA,JOSUE AARON,C,CENTRO DE ENSEÑANZA TECNICA Y SUPERIOR (CETYS UNIVERSIDAD),Área VII: Ingenierías
DR.,ESQUIVEL,SENTIES,MELQUISEDEC SALVADOR,C,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ES,Área III: Medicina y Ciencias de la Salud
DR.,HERNANDEZ,DOMINGUEZ,ERIC EDMUNDO,C,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DRA.,JIMENEZ,PALOMAR,INES,C,"INMATERIIS, S.A. DE C.V.",Área VII: Ingenierías
DR.,SALINAS,ARREORTUA,LUIS ALBERTO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,SOLORIO,SANDOVAL,ISRAEL FELIPE,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,CHAVARIN,GONZALEZ,MARCO ANTONIO,C,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,VIVEROS,CONTRERAS,RUBI,C,UNIVERSIDAD VERACRUZANA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,HERNANDEZ,CRUZ,CESAR,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ALBITER,ESCOBAR,ELIM,C,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DR.,GUERRERO,MARTÍNEZ,LUIS IGNACIO LEÓN,1,UNIVERSIDAD IBEROAMERICANA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,DURAN,BARRAZA,GABRIELA,C,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Área IV: Humanidades y Ciencias de la Conducta
DR.,HERNANDEZ,ORTEGA,LUIS DANIEL,C,UNIVERSIDAD DE GUADALAJARA,Área II: Biología y Química
DRA.,CIBRIAN,LLANDERAL,ILIANA TAMARA,C,UNIVERSIDAD VERACRUZANA,Área II: Biología y Química
DRA.,TEC,YAM,SANDRA GUADALUPE,C,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",Área VII: Ingenierías
MTRA.,GONZALEZ,CASTRO,THELMA BEATRIZ,1,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Área III: Medicina y Ciencias de la Salud
DRA.,AQUINO,TORRES,ELIAZAR,1,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Área VII: Ingenierías
DR.,NARVAEZ,VASQUEZ,GERMAN ANIBAL,C,"INSTITUTO DE FORMACION E INVESTIGACIONES JURIDICAS DE MICHOACAN, S.C.",Área V: Ciencias Sociales
DR.,CELDRÁN,SABATER,MANUEL DAVID,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,PAZOS,GUARNEROS,DIANA DEL CARMEN,C,TECNOLOGICO NACIONAL DE MEXICO,Área III: Medicina y Ciencias de la Salud
DR.,CAAMAL,FUENTES,EDGAR EMMANUEL,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,GUTIÉRREZ,GUERRERO,ENIF GUADALUPE,C,TECNOLOGICO NACIONAL DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GARCÍA Y,MOISÉS,ENRIQUE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,DE LA RIVA,TORRES,OMAR,C,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,NAVA,VELAZCO,URIEL RODRIGO,C,CZECH TECHNICAL UNIVERSITY,Área VII: Ingenierías
DR.,ARDELEAN,,CIPRIAN FLORIN,C,UNIVERSIDAD AUTONOMA DE ZACATECAS,Área IV: Humanidades y Ciencias de la Conducta
DRA.,PULIDO,AVALOS,LIZBETH,C,UNIVERSIDAD VERACRUZANA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,GARCIA,CAMPOS,MONTSERRAT,C,UNIVERSIDAD PEDAGOGICA NACIONAL,Área IV: Humanidades y Ciencias de la Conducta
DR.,HERNANDEZ,BARRIOS,JUAN CARLOS,C,Sin información ,Área II: Biología y Química
DR.,ORONA,TAMAYO,DOMANCAR,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,MONDRAGON,LOZANO,RODRIGO,C,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Área VII: Ingenierías
DRA.,GUTIERREZ,AMAVIZCA,BIANCA ETHEL,1,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Área III: Medicina y Ciencias de la Salud
DRA.,REVERCHON,,FRÉDÉRIQUE LUCIENNE DENISE,1,"INSTITUTO DE ECOLOGIA, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,RUIZ,SOTELO,MARIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,CASTAÑEDA,RUELAS,GLORIA MARISOL,C,UNIVERSIDAD AUTONOMA DE SINALOA,Área III: Medicina y Ciencias de la Salud
DR.,CEJA,CARDENAS,LEONEL,C,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DR.,PRESBITERO,ESPINOSA,GERARDO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MIRANDA,DOMÍNGUEZ,OSCAR,C,OREGON HEALTH SCIENCES UNIVERSITY,Área III: Medicina y Ciencias de la Salud
DRA.,LOPEZ,SANTILLAN,MARIA DE LOS ANGELES ALEJANDRA,C,UNIVERSIDAD DE PUERTO RICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,MEDINA,MONTES,MARIA ISABEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VII: Ingenierías
DRA.,MAGAR,BRUNNER,VANESA,1,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ANDRADE,DOMÍNGUEZ,ANDRÉS,C,HARVARD UNIVERSITY,Área II: Biología y Química
DRA.,ISLAS,TORRES,CLAUDIA,C,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,JIMÉNEZ,VARGAS,MARIELA,C,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Área II: Biología y Química
DRA.,MACEDO,OJEDA,GABRIELA,1,UNIVERSIDAD DE GUADALAJARA,Área III: Medicina y Ciencias de la Salud
DR.,RAMIREZ,PERALTA,ARTURO,1,UNIVERSIDAD AUTONOMA DE GUERRERO,Área II: Biología y Química
DR.,OLALDE,VELASCO,PAUL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,CASTAÑEDA,BUENO,MARIA,1,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DR.,ALDAYA,GARDE,IVAN ARITZ,1,Sin información ,Área VII: Ingenierías
DRA.,ACOSTA,SILVA,YULIANA DE JESUS,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VII: Ingenierías
DR.,ARAUZ,CABRERA,JONATHAN ISAAC,C,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Área III: Medicina y Ciencias de la Salud
DRA.,CEA,BARCIA,GLENDA EDITH,C,UNIVERSIDAD DE GUANAJUATO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,PEREZ,MARTINEZ,IZA,C,UNIVERSIDAD DEL COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,Área III: Medicina y Ciencias de la Salud
DRA.,MEDINA,MEZA,ILCE GABRIELA,1,WASHINGTON STATE UNIVERSITY,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,VARGAS,GUERRERO,BELINDA,C,UNIVERSIDAD DE GUADALAJARA,Área III: Medicina y Ciencias de la Salud
DRA.,GARCÍA,REYES,MARISOL,1,FARALLON INSTITUTE INC,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,VALLES,ARAGON,MARIA CECILIA,C,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,GONZALEZ,BELLO,EDGAR OSWALDO,C,UNIVERSIDAD DE SONORA,Área V: Ciencias Sociales
DR.,KELLY,PEREZ,ISMAEL,C,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,AVILA,FLORES,DIANA YEMILET,C,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIA",Área VI: Biotecnología y Ciencias Agropecuarias
DR.,PATIÑO,ZUÑIGA,LEONARDO,C,UNIVERSIDAD DE LA SIERRA JUAREZ,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,FORERO,FORERO,ANGELA VICTORIA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,LOZANO,GUERRERO,FIDEL,1,UNIVERSIDAD AUTONOMA DE COAHUILA,Área V: Ciencias Sociales
DRA.,DIAZ,RAMIREZ,MAYRA,C,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,GRIJALVA,DIAZ,ANA ISABEL,C,EL COLEGIO DE SONORA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,JONARD,PÉREZ,NATALIA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,HERNANDEZ,JACQUEZ,LUIS FERNANDO,C,UNIVERSIDAD PEDAGOGICA NACIONAL,Área IV: Humanidades y Ciencias de la Conducta
DR.,MONTES,SOSA,JOSE GABRIEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,ILHUICATZI,ROLDAN,MARIA DEL ROCIO,C,UNIVERSIDAD AUTONOMA DE TLAXCALA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GONZÁLEZ,MACÍAS,VANNIA,C,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,ALEMAN,AYALA,KARINA,C,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,QUINTANA,SOLORZANO,FAUSTO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,GARCIA,GARCIA,PATRICIA LUCERO,C,Sin información ,Área II: Biología y Química
DRA.,WORTHEN,,HOLLY MICHELLE,C,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Área V: Ciencias Sociales
DRA.,VILLANUEVA,CARVAJAL,ADRIANA,1,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,CARBÓ,RAMÍREZ,PILAR,C,Sin información ,Área II: Biología y Química
DR.,BARBA,GALLARDO,LUIS FERNANDO,C,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Área III: Medicina y Ciencias de la Salud
DRA.,GUEVARA,X,CRISTI DARLEY,C,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,SOMMER,MARQUEZ,ALICIA ESTELA,C,Sin información ,Área II: Biología y Química
DR.,GROSS,,MARKUS SEBASTIAN,C,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
MED.,PEREZPEÑA,DIAZCONTI,JOSE MARIO,1,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Área III: Medicina y Ciencias de la Salud
DR.,CASTAÑEDA,DELGADO,JULIO ENRIQUE,1,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Área III: Medicina y Ciencias de la Salud
DR.,DOMINGUEZ,GOMEZ,TILO GUSTAVO,1,TECNOLOGICO NACIONAL DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
MED.,SALGADO,NESME,NOEL,C,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DR.,KUMAR,,YOGESH,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,GUTIÉRREZ,MAGDALENO,GABRIEL,C,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DRA.,RIVERA,PEREZ,CRISALEJANDRA,1,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",Área VI: Biotecnología y Ciencias Agropecuarias
DR.,RUIZ,CRUZ,RIEMANN,C,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,Área VII: Ingenierías
DR.,NAVA,ACOSTA,RAUL SALVADOR,C,Sin información ,Área II: Biología y Química
DRA.,BALLESTEROS,RIVAS,MARIA FERNANDA,C,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Área II: Biología y Química
DRA.,MEDINA,CONDE,ANALAURA,C,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,Área V: Ciencias Sociales
DR.,SORIANO,HERNANDEZ,ALEJANDRO DAVID,1,GOBIERNO DEL ESTADO DE COLIMA,Área III: Medicina y Ciencias de la Salud
DR.,FERNANDEZ,HERNANDEZ,LIZBETH MARIELA,C,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LABARDINI,FRAGOSO,DANIEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GARAY,GARDUÑO,ERIKA CECILIA,C,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DRA.,CAMACHO,PÉREZ,BENI,C,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",Área VII: Ingenierías
DRA.,AGUILAR,BARAJAS,MARIA ESTHER,1,Sin información ,Área II: Biología y Química
DR.,POLANCO,MARTINEZ,JOSUE MOISES,1,BC3 BASQUE CENTRE FOR CLIMATE CHANGE,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,OLVERA,CARRILLO,YADIRA,1,UNIVERSITEIT GENT,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,ROJAS,BLANCO,LIZETH,C,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Área VII: Ingenierías
DRA.,CARRILLO,BENITEZ,MARIA GUADALUPE,C,UNIVERSIDAD AUTONOMA CHAPINGO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,SANCHEZ,MARTINEZ,JAVIER,C,UNIVERSIDAD AUTONOMA DE CHIAPAS,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ROBLEDO,LEAL,EFREN RICARDO,C,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área II: Biología y Química
DR.,CONTRERAS,PIEDRAS,EDGAR,C,Sin información ,Área VII: Ingenierías
M. EN C.,GOTES,PALAZUELOS,JOSE,1,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DRA.,NAVA,ESTRADA,VERONICA GABRIELA,C,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DRA.,ROBLEDO,SILVESTRE,CAROLINA,C,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Área V: Ciencias Sociales
DR.,LEÓN,CARDENAL,EDWIN,1,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LEÓN,CACHÓN,RAFAEL BALTAZAR REYES,C,UNIVERSIDAD DE MONTERREY,Área II: Biología y Química
DR.,ROMERO,GALARZA,ADOLFO,C,UNIVERSIDAD AUTONOMA DE COAHUILA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,TORRES,HEREDIA,VICTOR ELIAS,C,UNIVERSIDAD VERACRUZANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VÉLEZ,HERRERA,JOSÉ IVANHOE,C,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área IV: Humanidades y Ciencias de la Conducta
DR.,ARANO,CHAVEZ,RAÚL MANUEL,C,UNIVERSIDAD VERACRUZANA,Área V: Ciencias Sociales
DRA.,MEDINA,VELAZQUEZ,DULCE YOLOTZIN,C,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DR.,DE LA PEÑA,RODRIGUEZ,SANTIAGO,C,OHIO STATE UNIVERSITY,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,IPIÑA,HERNANDEZ,ADRIANA,C,UNIVERSIDAD NACIONAL DE LA PLATA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,HERNANDEZ,DOMINGUEZ,ENMA ESTELA,1,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Área V: Ciencias Sociales
DR.,ESCORCIA,ROMO,ROBERTO,C,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DRA.,GONZALEZ,FERNANDEZ,RAQUEL,1,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,CASTRO,MORENO,PATRICIA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,ESTRADA,VILLEGAS,GETHZEMANI MAYELI,C,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DRA.,ALDABA,MURUATO,LISETH RUBI,C,Sin información ,Área III: Medicina y Ciencias de la Salud
DRA.,SANDOVAL,ESPINOZA,SARAHI,C,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DRA.,LÓPEZ,HERNÁNDEZ,YAMILÉ,1,UNIVERSIDAD AUTONOMA DE ZACATECAS,Área II: Biología y Química
DRA.,VARGAS,ORTIZ,ERANDI,C,Sin información ,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,HERNANDEZ,LOPEZ,ANTONIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,OLAYO,VALLES,ROBERTO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DR.,HERNANDEZ,PEREZ,HUGO ANTONIO,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,SOLIS,DELGADILLO,JUAN MARIO,C,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área V: Ciencias Sociales
DRA.,ALONZO,RIVERA,DIANA LIZBETH,1,UNIVERSIDAD AUTONOMA DE CAMPECHE,Área IV: Humanidades y Ciencias de la Conducta
DR.,AGUAYO,VILLARREAL,ISMAEL ALEJANDRO,1,UNIVERSIDAD DE COLIMA,Área VII: Ingenierías
DR.,AGUADO,RODRIGUEZ,GRACIANO JAVIER,C,UNIVERSIDAD POLITECNICA DE FRANCISCO I. MADERO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,QUINTANA,SÁNCHEZ,ERENDIRA,C,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,GONZÁLEZ,PÉREZ,GIOVANNI,1,UNIVERSIDADE DE SAO PAULO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VAZQUEZ,MAGUIRRE,MARIO,C,UNIVERSIDAD DE MONTERREY,Área V: Ciencias Sociales
DRA.,CANO,DIAZ,MARIANA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,CANTORAL,PRECIADO,ALEJANDRA DE JESUS,C,INSTITUTO NACIONAL DE SALUD PUBLICA,Área III: Medicina y Ciencias de la Salud
DR.,DIAZ,CAMPILLO,MIGUEL JAIME,C,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,RASCADO,PÉREZ,JAVIER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: Ciencias Sociales
DRA.,FRANCO,RODRÍGUEZ,NANCY ELIZABETH,C,UNIVERSIDAD DE GUADALAJARA,Área II: Biología y Química
DRA.,IBARRA,LARA,MARIA DE LA LUZ,C,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área III: Medicina y Ciencias de la Salud
DR.,CASAS,BELTRAN,DIEGO ARMANDO,C,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",Área V: Ciencias Sociales
DRA.,GARCÍA,PULIDO,ANA LUCÍA,C,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,DOMINGUEZ,DUENAS,LAURA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,GUERRERO,GUERRERO,ERICK,1,UNIVERSITY OF SOUTH CALIFORNIA,Área IV: Humanidades y Ciencias de la Conducta
DR.,SERRANO,QUEZADA,THELMA ELIZABETH,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VII: Ingenierías
DRA.,GUEVARA,MORALES,ANDREA,1,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Área VII: Ingenierías
DRA.,SANTIAGO,QUIJADA,GUADALUPE,1,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Área IV: Humanidades y Ciencias de la Conducta
DR.,MORENO,ZÁRATE,PEDRO,C,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DRA.,VILLALOBOS,ESCOBAR,GINA PAOLA,C,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,BRAVO,VARGAS,VIVIANA CECILIA,C,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DRA.,FRANCO,ROBLES,ELENA,C,UNIVERSIDAD DE GUANAJUATO,Área III: Medicina y Ciencias de la Salud
DR.,ESPARZA,CARLOS,JUAN PABLO,C,UNIVERSIDAD DE GUADALAJARA,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,DIAZ-TENDERO,BOLLAIN,AIDA,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,BASTAR,GUZMAN,SERGIO ANTONIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,SORIANO,VARGAS,ORLANDO,1,TECNOLOGICO NACIONAL DE MEXICO,Área VII: Ingenierías
DRA.,ASCENCIO,HUERTAS,LETICIA,1,INSTITUTO NACIONAL DE CANCEROLOGIA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,BADA,GARCIA,YOLANDA XOCHITL,1,UNIVERSITY OF ILLINOIS,Área V: Ciencias Sociales
DRA.,ALVARADO,,MARÍA DEL SOCORRO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,CRUZ,HERNANDEZ,ARELI,C,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,VEGA,FRUTIS,MARIA DEL ROCIO,1,UNIVERSIDAD AUTONOMA DE NAYARIT,Área II: Biología y Química
DR.,VAZQUEZ,CASTRO,GABRIEL,C,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MORENO,ORTIZ,JOS? MIGUEL,C,UNIVERSIDAD DE GUADALAJARA,Área II: Biología y Química
DRA.,FERNANDEZ,SANCHEZ,VERONICA,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
DRA.,PEÑUELAS,URQUIDES,KATIA,C,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Área III: Medicina y Ciencias de la Salud
DRA.,TORRES,RAMOS,SULEMA,C,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,MARTÍN,GONZÁLEZ,ANABEL,C,UNIVERSIDAD AUTONOMA DE YUCATAN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,MORAN,RAMOS,SOFIA,C,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Área II: Biología y Química
DRA.,VALENCIA,VILLALVAZO,ELITH YAZMIN,C,"CENTRO UNIVERSITARIO UTEG, A.C.",Área II: Biología y Química
DRA.,LÓPEZ,PÉREZ,LIDIA,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DR.,GUZMÁN,ANAYA,LEO,C,UNIVERSIDAD DE GUADALAJARA,Área V: Ciencias Sociales
DRA.,MARTINEZ,QUIRARTE,MAGDALENA,1,UNIVERSIDAD DE GUADALAJARA,Área V: Ciencias Sociales
DRA.,MACIAS,LOPEZ,GRISELDA GUADALUPE,1,UNIVERSIDAD DE GUADALAJARA,Área III: Medicina y Ciencias de la Salud
DR.,GUTIÉRREZ,HERNÁNDEZ,JOSÉ MANUEL,C,UNIVERSIDAD DE GUADALAJARA,Área VII: Ingenierías
DRA.,BAYARDO,RODRÍGUEZ,LILIA ESTHELA,C,"EL COLEGIO DE JALISCO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DR.,PEREZ,GONZALEZ,VICTOR HUGO,1,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Área VII: Ingenierías
DR.,CARRADA,HERRERA,RUFINO,C,PETROLEOS MEXICANOS,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,REYES,CARMONA,SANDRA RAQUEL,C,CENTRO DE ESTUDIOS SUPERIORES DE TEPEACA,Área II: Biología y Química
DRA.,GUADARRAMA,LEZAMA,ANDREA YAZMIN,C,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Área VII: Ingenierías
DRA.,ISLAS,VILLANUEVA,VALENTINA,C,UNIVERSIDAD DEL MAR,Área II: Biología y Química
DRA.,AGUILAR,CASTRO,KARLA MARIA,C,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Área VII: Ingenierías
DRA.,SANDOVAL,GONZALEZ,ANTONIA,C,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Área VII: Ingenierías
DR.,DIAZ,GANDARILLA,JOSE ALFREDO,C,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Área III: Medicina y Ciencias de la Salud
